"","review_content","PositiveWordsCount","NegativeWordsCount","Sentiment_Positive","Sentiment_Negative","result"
"24","Needed some filter replacements for our Brita pitchers.  We have 3 in our kitchen so this pack of three was perfect.  I could have easily purchased the same pack at the store for a similar price but the convenience of having these delivered to your day in a few days, with Prime, is what got me.  These are the same filters you would buy at any store and packaged the same way.  At the time I purchased these filters, they were actually cheaper than it was at my local stores so that was a big plus at the time.  Would recommend this to anyone that uses their Brita a lot and needs a more convenient way of getting these filters.",0,0,0.5,0.5,"Positive"
"25","These things may look a bit different from the filter which is included with the purchase of a pitcher, but they will install just as easily and work as effectively. Still recommended to dump your first three pitchers due to carbon dust, though, but given how long these things last, it's hardly an issue. No black flecks in the filtration section due to the improved design, which is nice.Cleanses your water so you won't have to deal with the garbage-taste from the tap. I've only went through one filter as of yet; the average lifetime of the last filter was a little more than two months (for a household of three). I purchased the 3-pack, expecting it to last through half of a year.I highly recommend Brita for your water filtration needs. Easy to install, tastes great, and helps to save the environment one bottle at a time.",0,0,0.5,0.5,"Positive"
"26","These new-style filters are no good.  Sure, they don't require soaking, and the black specks aren't an issue any longer, but these filters are not filtering chlorine like the old style did.  The old ones would yield water I could never smell chlorine in, and the new ones leave a noticeable chlorine smell.  Tried 4 different filters out of the two different multipacks thinking the first was a manufacturing issue, same results each time.It is time to switch brands or finally do a whole-home filter.  Such a shame, Brita had an ardent promoter in me.",0,0,0.5,0.5,"Positive"
"27","I'm basically reviewing the Brita system.  I've tried several of the off brand filters to try and save some money, but the only filters that I have come across that reduce TDS are the Brita brand.  Of course, there is Zero Water which is not an economical solution IMO and also reportedly has reported issues with turning the water acidic before the filter is ""spent"" and is still removing solids.  At any rate, there must be a DI resin in the Brita filters that the generics that I have tried do not have.  And this is the thing that I think is unrealized ... the Brita system does reduce total dissolved solids.  It is not just a particulate and carbon ""taste"" filter.  TDS out of our tap is around 150.  First pass from a new Brita cuts it in half.  Second pass cuts it by about 60% more.  I mix Brita filtered water, half and half, with distilled and need to get the Brita filtered water TDS down into the 30's so that, when mixed with distilled water (0 TDS), the mix is below 20 TDS.  I drink almost nothing but water and my water has to have virtually no taste at all.  Below 20 TDS, the water is taste free to my palate.  My wife drinks water with a little of the flavor that comes in the small squeeze bottles, and she drinks tea.  One pass through the Brita is fine with her.  Between the two of us, we get about 10-14 days from a Brita filter.  No where near 200 gallons, or whatever Brita claims.  But again, I have some strange requirements.  At any rate, 10-14 days is about the time where it takes 4 passes through the filter to be able to get the TDS down low enough for my palate (20 TDS or less, mixed with 1/2 distilled) and it becomes too much of a chore.  Probably not a bad thing to change the filter more often as the pitcher gets cleaned frequently.  The bottom line is that we really aren't saving much money using the Brita system over buying bottled water.  Maybe a few bucks because we don't need to buy spring water for my wife so it's convenient to only have to lug 3 gallon bottles of distilled from the grocery store each week for my finicky palate and no spring water since my wife is good with the Brita.  We haven't tried the PUR or any other system.  And we wont try the Zero Water because of the reported issues with low PH acidic water (sour) and the cost of the filters.  All in all, the Brita system works pretty well for us and the filters don't cost an arm and a leg.  We've been using the Brita for 3 or 4 years now.  There are often good deals here on Amazon for 5 or 6 packs of the filters too.  Not perfect, but a pretty good system for us.",0,0,0.5,0.5,"Positive"
"28","Horrible taste. These Filters could not possibly be real Brita filters. I have bought Brita filters before and I was satisfied with the water that went through the filters but these were so horrible that it is hard to describe! The water tasted putrid. No one would drink the water at our house that came out of these filters. It was that bad. These are fake Brita filters. I had to go to Walmart and buy genuine Brita filters.",0,0,0.5,0.5,"Positive"
"29","I bought my BRITA pitcher (5 CUP SLIM PITCHER) a few months ago just to test it and i absolutely love it! I use to buy bottled water however when i moved to a building with stairs it got very inconvenient to carry bottles of water. its been 2 months now and its time to replace the filter which is why i purchased this product. For a little over 13 dollars you get 3 filters which is equivalent to 6 months of clean tasty water without any hassle. Most people drink straight from the tap but with Brita, you can feel 100 times safer knowing this product removes harmful chemicals such as  Mercury copper and cadmium.",0,0,0.5,0.5,"Positive"
"30",NA,0,0,0.5,0.5,"Positive"
"31","Nice to get these filters at a better price than the stores. They fit the Brita Pitcher perfectly and filter the water quickly. Glad I purchased them as they arrived prior to the hurricane and allowed me to filter and store about 10 gallons of water. This was a great safety net to have along with the bottled water we had on hand. We also use the filtered water for coffee in the morning and it makes it taste much better than unfiltered water.",0,0,0.5,0.5,"Positive"
"32","After seeing that over 1600 people gave this 5 stars, I have come to the conclusion that over 1600 have never tasted good water! Why does my water taste worse than tap after I filter it?  If the water sits in the pitcher overnight it tastes and smells like chlorine. I reassure you that it was not just one filter but over 5 of them have done this.  I live in NYC so there is no question about quality, we have the best tasting water in the country.  So why does the Brita filter make it taste so horrible?  I was using the Culligan filters previously but decided to switch to this because the Brita filters the water quicker.  I think I am going to switch back to Culligan and deal with the long filtration process because I need water that tastes like water not bleach.",0,0,0.5,0.5,"Positive"
"33",NA,0,0,0.5,0.5,"Positive"
"34","Brita filters are amazing. I am in college so I don't have easy access to good tasting, filtered water in my room. Using my Brita pitcher and these filters makes it easy to fill up the pitcher with tap water and get clean great tasting water. I have tried to use generic brand filters before, but they really do not compare to these Brita filters. The taste is amazing and they last a long time before needing to be replaced. I also really like how the pitcher has a notification system to let you know when to swap a new filter. The price on Amazon is also a great deal.I highly recommend these filters for anyone who uses a water pitcher filtration system.",0,0,0.5,0.5,"Positive"
"35","I had the Brita UltraMax water filter dispenser system and had to purchase the Brita Water filter refils. However I bought the 3 pack one and totally forgot about it and found out about it a year later when cleaning out our kitchen cabinet.  However, the inside filter is not filtering and when shaking it around you don't hear the typical sandy sound, but more like harden clunks.  I did not know that these types of refils would go back after a while. They are not cheap either, but I guess for better water quality for me and my family I will have to get replacement.",0,0,0.5,0.5,"Positive"
"36","I live in an area where the tap water has a more chlorinated taste, which could trace to the fact that I live within a mile of the city water treatment plant.  So I bought a Brita Water Filter Pitcher, and found these replacement filters on Amazon, fit & work great!  Really removes the chlorine taste from local water,and I find the filters last about 3-months before needing replacement.  Very satisfied!",0,0,0.5,0.5,"Positive"
"37","This is a simple replacement for the filters used on the pitcher.Not a lot to say about it other than it works as good as the original.- I used these filters to filter out grit from my well water (no city water), really does get all of that out, and water does taste better in general - tastes pretty similar (after filtering) to bottled water!- Rated as good for 40 gallons, but you can use it for longer,  depending on use, you'll get a few months out of oneServes its purpose just fine, I can't think of any particular cons at this time.",0,0,0.5,0.5,"Positive"
"38","Our tap water is pretty disgusting with tons of chlorine.  We rely on a counter top brita filter for all of our water, including our pets'.  The brita makes our water taste good and have no chlorine smell.  We use it so much that we have to replace the filter monthly, but with the inexpensive Amazon price it is still WAY more affordable than buying bottled water.  Also, bottled water is terrible for the environment so isn't an option.  Love these filters!",0,0,0.5,0.5,"Positive"
"39","These water filters fit in a Brita pitcher.  I like the filtered water, as it doesn't taste like chlorine.  However, it does not remove lead or other impurities that can cause health problems.  We also use the filtered water in the coffee pot as recommended by the manufacturer.  The filters have to be replaced periodically, so I schedule that in my iPhone calendar so that I won't forget.",0,0,0.5,0.5,"Positive"
"40","The problem is that water smells strong chemical after filtering, you do not want to drink it even. I even called my local water company to checkout if it is local water problem, but it is not. In my case I filtered twice, because it still tastes a bit of sandy after filtering 2 times. I called Brita, they sent me new one, but it is same thing. A little less chemical smells, but kind of sandy even after filtering water twice.",0,0,0.5,0.5,"Positive"
"41","Living in Jacksonville, FL where the tap water is very hard and can sometimes smell of dissolved solids, the Brita filter eliminates most of the unpleasantness and does so for at least 8 weeks of normal use. I use my Brita pitcher to filter water that I use in our office Keurig coffee machine and as I go through a lot of coffee in the course of a week, my Brita pitcher and filter go through a lot of nasty tap water. The product could be improved if it fit the housing a bit tighter; in every fill you can see that some of the water from the reservoir enters the pitcher by channeling around the filter element so ultimately some of the water in the Brita pitcher is actually ""unfiltered."" Aside from the loose tolerances in fit, these filters do the job.",0,0,0.5,0.5,"Positive"
"42","I use these in a two gallon Brita water tank. The improved taste of the tap water is significant, making it very worthwhile to use this method of filtering. The filters come in a package of three and they last for about three months each, or a total (higher math) nine months. Filter replacement is very intuitive leaving the next replacement date the only thing to remember to insure good tasting water from your tank or pitcher. Whether this item is something you should consider depends on how satisfied you are with the way your water tastes coming out of the tap. Some locations are better than others. Also, if you have a water dispenser on your refrigerator, this is not for you, unless the filters fit in that system.",0,0,0.5,0.5,"Positive"
"43","I love the brita water filter pitcher, but unfortunately for this particular refill I would rather just have the regular filter. It doesn't seem to stay down and the water runs through it very fast. Of course it is nice not to have to wait a long time for it to filter, but if it just runs through it doesn't seem like anything is being filtered. I'll go back to the regular filters.",0,0,0.5,0.5,"Positive"
"44","It's nice to know my family is exposed to less lead, because hope do you know?  I like not having to rinse so much before use (read instructions).  They are smaller than the type that came with my older pitchers so I tend to over-fill, leaving too much in the reservoir & when I pour water comes out to fast.  I like that fact that these last twice as long as the other filters too.",0,0,0.5,0.5,"Positive"
"45","New filter design but fits even older style Brita pitchers.  I really can't tell a huge difference between the old and new, but it seems these are slightly better and keeping the charcoal bits from getting into the water.  Frankly that never bothered me much, because in Japan we would put who pieces of charcoal into our pitchers to make better tasting water so getting charcoal bits was totally normal for me (and let me know the water had been treated too!)A tip: These filters are sold in a variety of pack sizes, but the largest isn't necessarily the best deal.  Make sure you check beforehand which is the best deal.  When I purchased, the 3 pack was cheapest per unit.5 stars.  No need for bottled water here!",0,0,0.5,0.5,"Positive"
"46","Because in America, we drink our water straight from a $40 filtered pitcher kept in our $2500 stainless fridge!  Seriously... bought these, they're fine, and it's one less thing to worry about on my to-do list.  Until I run out, at which time I'll buy these exact same filters.  Or until I grow tired of my kids not refilling the pitcher and putting it back in the fridge and chuck it and go back to using the sink faucet.  At which time I'll probably have at least two of these left and I'll probably keep them around for years because they're perfectly good, so why throw them away?  But I'd still give them five stars because it's not their fault my kids are lazy.",0,0,0.5,0.5,"Positive"
"47","So much better than replacing the standard filters so often - this is much better!",0,0,0.5,0.5,"Positive"
"48","I live in Portland, Oregon, which has the best municipal drinking water quality in the United States. But I work in a building that is nearly 100 years old, with old pipes (which run along a Superfund toxic clean-up site). I have used Brita filters for twenty years, and I cannot tell the difference between this and the bottled water which has recently been delivered to my location.I drink a LOT of water (about a gallon per day). I love water with a little crystalized lemon or lime added. I have indulged this passion for more than two decades using these filters with no cause for regret.",0,0,0.5,0.5,"Positive"
"49","I would give this product 5 stars except for the fact it's not the best way to filter water to eliminate all toxins. It certainly does clean a bit and makes the water taste much better, but it doesn't filter Floruide and others. For this I recommend getting a distiller which can be found on amazon for about $80. Just remember distilling also removes the good stuff, so you'd need to add your own minerals into that water (like electrolyte drops containing high concentrate of Magnesium, potassium, calcium, etc)It also does get expensive after time.",0,0,0.5,0.5,"Positive"
"50","I know our water is terrible tasty where I live in Louisiana.  It even makes the coffee taste bad.  My son gave me the Brita Advanced Water Filter Pitcher for Christmas and I love it.  I don't know if it is because the water is full of contaminants but I do find I have to change the filter often.  I even fill my dogs water bowl with the filtered water.  I like buying the replacement filters from Amazon.  I find the price is reasonable and love that it comes to my front door and don't have to drive 11 miles to purchase.",0,0,0.5,0.5,"Positive"
"51","Love the Brita, my only complaint would be the excess charcoal that is in the water reservoir and stays in there even after soaking the filter, rinsing it off and then running three pitchers of water thru it before actually using it. I've noticed that not all the filters do it, this is my second Brita and my first lasted a couple years. I go thru a ton of water, literally 2 to 3 a day with coffee,cooking, and drinking. With that said, about 4 out of 10 have that excess charcoal in the water. It doesn't drain into the pitcher, but it is annoying.",0,0,0.5,0.5,"Positive"
"52","After reading the other reviews, I decided to write this because I experienced none of the problems they reported. I followed the directions on the package filling up and filtering the water 2 times and the filtered water was crystal clear. I love my Brita water filter because in my area the water has a strong chlorine odor. Highly recommended great money saver compared to other sellers.",0,0,0.5,0.5,"Positive"
"53","Typical standard Brita replacement filters. These generally will last about 4-6 weeks given the hard water that comes out of the faucet. I use the Brita pitcher water to wash fruits and vegetables . For drinking purposes I prefer the Zero water pitcher and it's filters as they filter the water till it's at least identical to bottled drinking water standards which is higher than what the Brita filters can do.Brita pitchers are better made than the Zero water pitchers which are made with a thinner plastic so they crack easily. After using my full size Zero water pitcher once, it split so I took it back to Walmart where I had bought it, and exchanged it for the smaller pitcher which was a slightly thicker gauged plastic. Amazon has very competitive prices for the Zero water filters!",0,0,0.5,0.5,"Positive"
"54","I have used Brita for quite some time and plan on continuing to.  I actually use them through two ""timer countdowns"" and have been satisfied for the most part.  Once in awhile a small amount of the filter material gets into the water but apparently they have a newly designed filter now to stop that.  Also occasionally the filter material seems to become compacted and thus slow down the filtration flow considerably.  Taking the filter out and tapping in upside down in the sink or on the counter loosens it pretty good to get the flow back to more normal.  This does not seem to affect the quality of the filtered water.",0,0,0.5,0.5,"Positive"
"55","First let me say that I have used Brita for at least 15 years. I have never had a problem with them. Now Im writing my first bad review. both of the blue filters that are supposed to last 3 times as long as the org. have clogged up after 2 weeks of use. I thought that maybe I just got a bad one so I tried the 2nd one and it clogged also..so no more blues for me.",0,0,0.5,0.5,"Positive"
"56","I bought a Brita Water Filter Pitcher a few months ago. We have very hard water in our area, so I used the supplied two filters quickly (each one lasted about 2 months and I filter about 1 1/2 gallons of water a day).  I bought this pack of 6 and the only minus I would give the purchase is that there are no detailed instructions in this packet and the details are important in using the filter correctly.  I had to access the directions for filter use via the Internet. So if you still have your original directions from the pitcher, KEEP THEM. It takes some time for the water to drip through the filter, so do something else while this is happening or you will find yourself taping the counter waiting for the water to completely go through. My water tastes so much better, no Cl smell or taste at all. Overall I like the product.",0,0,0.5,0.5,"Positive"
"57","These new redesigned filters have not worked very well for me. They form a very poor seal in their hole, causing water to leak past the filter constantly. They also like to fall out while I'm pouring, which is quite annoying. It is nice not having to pre-soak them like the old ones, or having tons of charcoal dots floating around in the pre-filter reservoir, but I would much rather they actually worked. I mean really, how much would it cost them to put a small rubber gasket around the rim of the filter. Boom, problem solved. I was able to fix the problem in my case by putting tape around the edge of the hole, so clearly some kind of gasket would work perfectly.All of that aside, they do filter pretty well. If you can get it to stay in, and form a good seal, the water is excellent. The water in my city has a very high chlorine content, and these filter completely remove that taste.Update: after fighting with this stupid thing for 20 minutes, I decided to reduce my review from 2/5 to 1/5. This thing won't make a seal no matter what I try, and I end up with a 50/50 mix of filtered and unfiltered water in the pitcher. They really screwed up with this thing.",0,0,0.5,0.5,"Positive"
"58","I have tried many Brita style water filter replacement cartridges and usually purchased based on price was the factor.Turns out most compatibles are a waste of money and time waiting for the water to filter with questionable results as well.These genuine Brita filters work consistently well and are the only way to go, others may be cheaper but they simply are not worth it.",0,0,0.5,0.5,"Positive"
"59","I do not buy bottled water!  I drink tap water---sometimes funny tasting tap water---hold yer noseSulfur water that I'm told is good for me.  Um.  But!  Two years ago I was gifted with a BritaPitcher.  It really makes a difference.  I soon needed replacement filters because I followedmanufacturer's instructions.  DON'T FOLLOW MANUFACTURE'S INSTRUCTIONS!  I'vefound that I can use Brita filters for many months and the water quality is crystal clear andwithout any unpleasant taste.  I only replace filters when the filter gets clogged up.",0,0,0.5,0.5,"Positive"
"60","I agree with W. Kordnason (October 4, 2017):  We use a Brita Ultramax tank and like the results.  We tried these new filters, hoping to change less often.  But after 3 months the filtration is so slow that we are changing.  Here in the Pacific Northwest, filtration isn't really an issue, but we like to be extra-careful.  I'm switching  back to the standard filters.  BTW, we have not experienced any leaking or bad-fitting of the filter in the tank, as some reviews have reported.",0,0,0.5,0.5,"Positive"
"61","We were very disappointed in these filters.  We purchased the Britta Ultra Max on Amazon which came with one filter.  It worked great!  Water tasted great.  Then we ordered this 3 pack of filters but the water has tasted like dirt ever since.Update:  We have used all three filters in the box, all with the same outcome, horrible tasting water.  We did keep the original filter.  After comparing the original filter to the replacements there is a BIG difference in the amount of filter material in the cartridge.  Big difference!  The repalcements are only half full, if that.  The charcoal or whatever is in the filters is different from the original to the replacement filters.  DO NOT BUY THESE!  They do not work!",0,0,0.5,0.5,"Positive"
"62","I think they meant new and improved for Brita, not for the customer. Water seems to move through these more quickly than the old style. Yes, its been inserted correctly. Even after a week of use, water still moves through the filter noticeably quicker than the old style. I image the less time the water spends in the filter, the less its cleaned. Does Brita put less carbon in these than the old style? I've used Brita filters for years, these filters do not clean the water as well as the old ones. I can taste the difference. I have not noticed any specs of carbon in the reservoir though, that is an improvement. I cannot recommend this.",0,0,0.5,0.5,"Positive"
"63",NA,0,0,0.5,0.5,"Positive"
"64","Love, love LOVE the new Brita Filters! No more Soaking, waiting, forgetting that you're soaking and waiting, then going back out to the kitchen to drain the thing and running a couple of pitchersful of water through. This is INSTANT (well...pretty much) gratification, and tasty at that!  Everything you always could want or expect from Brita - which should by now be in EVERY household in the world, in my opinion - quality, cost-effectiveness, and now...NO BLACK STUFF. And fast switching of filters! I'm in heaven! BRITA USER FOREVER!!!! (I still have my Brita Pitcher that I bought 24 years ago!)",0,0,0.5,0.5,"Positive"
"65","These are bad. Brita didn't even bother to put in the effort to make sure they fit properly. I placed one in my pitcher and there were clearly visible gaps in a few places. Once I filled the top reservoir, I could see water streaming from the 4 filter outlets as well as from around the edges of it. The only way to prevent it was holding the filter down with a fair amount of pressure. Obviously not something you want to be doing during every filtration. This definitely didn't happen with the included filter, which seems pretty shady. I saw it mentioned in some other reviews, but I had hoped that was just a bad batch. I'd guess MAYBE half of the water going into my pitcher is being filtered.",0,0,0.5,0.5,"Positive"
"66","exactly what i needed.. I was amazed how crystal clear the water was after everything was setup, especially since the water used to soak the filter was so grey colored. I have found zero black carbon particles in the water since i've filled it up (i've filled it about 4-5 times now). The lid for the filter makes a tight seal when put on properly, I was very happy to find after filling it once i could fill the filter again so when i use up the filtered water it filters more of the unfiltered water (wow sorry if that's a bit confusing)",0,0,0.5,0.5,"Positive"
"67","Have used this product for years.  We used to have a well and the Brita cleaned the water.  We had it tested every two years.  We now live in an area where the water, while it passes all tests for potability, it has a very high amount of lime.  Enough, that when you boil the water there is always an accumulation of white calcium (lime) it the bottom of the container.  Using the Brita removes enough lime that there is no accumulation in the container.",0,0,0.5,0.5,"Positive"
"68","Remember: predators conceal themselves in murky waters. To counter their evil cunning--their blood-thirsty gaze--I bought a fancy pitcher with an electronic function that reminds me to swap out me outdated filters. These are the replacement filters and, unless the whole world is being duped by Brita and its water-purifying minions, I assume they are doing their job and keeping my drinking water free of parasites hungry for human brain matter.",0,0,0.5,0.5,"Positive"
"69","I was hesitant to buy these filters due to all the negative reviews about not fitting in the Brita pitcher (and subsequent, obnoxious canned response from the company about making sure they were inserted correctly- surely everyone couldn't be incompetent) but figured that if they didn't fit I would just send them back. I had absolutely no problem with the filters- well, one did leak a bit of carbon after I conditioned it but it cleared up with a  rinse.These filters seem comparable to the Brita filters.",0,0,0.5,0.5,"Positive"
"70","Filter does not fit tightly into the filter opening of pitcher.",0,0,0.5,0.5,"Positive"
"71","works, I to like the new design of the top part easier to pull, instead of having to tap it upside down (the current pitcher - Brita Grand Water Filter Pitcher- keeps it very tight which I like, seems to be a gamble )still costly for what it ison a side note:WHY can't Brita create a pitcher that allows you to add more water, and pour whatever is already filtered right away even if water is being filtered. seems like an easy problem to solve, like an easy 1/4 screw top or whatever.seems like they don't put much effort in R&D",0,0,0.5,0.5,"Positive"
